#  1: step
#  2: pseudo-time
#  3: dt
#  4: CFL
#  5: eta
#  6: nRestarts
#  7: nIters
#  8: nFnCalls
#  9: wall-clock, s
#  10: global-residual-abs
# 11: global-residual-rel
#  12: mass-abs
# 13: mass-rel
# 14: x-mom-abs
# 15: x-mom-rel
# 16: y-mom-abs
# 17: y-mom-rel
# 18: energy-abs
# 19: energy-rel
# 20: mass-balance
# 21: linear-solve-residual
# 22: omega
# 23: PC
     520  3.2571522558900579e-01  4.0108743357716370e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  3019 14.62800000 1.0319799464706930e+05  1.2421110014039682e+00  8.0610547074366286e+02  1.2985790547438221e+00  3.7501091347345414e+03  8.7419380494080667e-01  6.6304700770215356e+02  1.5180172011901622e+09 1.3548498115778577e+04  8.7100218216331715e-01  4.3041488775476910e-01 9.4959160738694575e-03 1.0000000000000000e+00 1 
     540  3.3380947486447199e-01  4.0767851696279350e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  3129 15.14700000 1.0245108006366700e+05  1.2331209931743905e+00  7.4417567780065406e+02  1.1988145265286472e+00  3.3328331287498499e+03  7.7692194263590286e-01  7.2038480273867469e+02  1.6492895817795846e+09 1.2596712012866315e+04  8.0981401462585134e-01  3.1621898500568446e-01 9.2671424659634474e-03 1.0000000000000000e+00 1 
     560  3.4200793163844018e-01  4.1055134468127868e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  3231 15.67600000 9.9765265024977183e+04  1.2007940044697938e+00  7.1361679760181426e+02  1.1495863259979773e+00  3.1618816282388916e+03  7.3707117101226749e-01  6.5755720619119643e+02  1.5054485401028683e+09 1.1279983702198158e+04  7.2516454114860041e-01  1.1976544096201946e-01 9.0217650961245642e-03 1.0000000000000000e+00 1 
     580  3.5023058744246072e-01  4.1395708622220836e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  3350 16.23200000 1.0241211645228857e+05  1.2326520196200779e+00  7.2721431498574077e+02  1.1714909674030185e+00  3.4683827117856399e+03  8.0852011791422984e-01  5.9604999017102318e+02  1.3646304520467582e+09 1.2736333346896361e+04  8.1878995318210324e-01  3.2898120624232918e-02 5.1931730379791074e-03 1.0000000000000000e+00 1 
     600  3.5858909889397717e-01  4.2226843132330650e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   5  3472 16.80300000 1.1759014142888863e+05  1.4153376606298138e+00  1.2549023650383458e+03  2.0215591955776251e+00  3.6278554977556832e+03  8.4569506844044473e-01  1.2100835190015496e+03  2.7704334313898878e+09 1.3362852322242092e+04  8.5906743560337140e-01  1.3329651595435799e-01 4.0540287080313309e-03 1.0000000000000000e+00 1 
     620  3.6704509768618249e-01  4.0674501087371498e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   5  3626 17.56100000 1.6039080994721103e+05  1.9304947759969049e+00  2.3801797482738230e+03  3.8343016885648740e+00  6.8544790554466090e+03  1.5978583318728143e+00  2.8202305641831040e+03  6.4567948546950092e+09 2.5853846924163296e+04  1.6620851179096565e+00  2.6290814800644791e-01 4.6379345203866693e-03 1.0000000000000000e+00 1 
     640  3.7486855887204279e-01  3.9025530949675868e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  3788 18.30500000 2.7754847295117553e+05  3.3406270427495870e+00  4.3422060939050925e+03  6.9949877399097993e+00  1.9771908848301035e+04  4.6090605915826499e+00  6.4969705320203202e+03  1.4874530627039299e+10 7.0701695919133941e+04  4.5452515033009719e+00  4.0309213599045046e-01 6.8284836661867297e-03 1.0000000000000000e+00 1 
     660  3.8267887477917151e-01  3.9056768945782203e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   5  3952 19.10400000 3.1384490672977373e+05  3.7774979321725120e+00  4.2164225930752773e+03  6.7923593922082715e+00  2.0678550011728559e+04  4.8204091310242285e+00  5.8030224460132358e+03  1.3285766755013876e+10 7.6518358204475080e+04  4.9191915149646226e+00  5.8452555933551009e-01 6.7246092430405559e-03 1.0000000000000000e+00 1 
     680  3.9021251938032564e-01  3.6427128959937887e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  4118 19.87300000 3.4303671667823015e+05  4.1288561965639534e+00  4.2823583749678437e+03  6.8985772860588783e+00  1.8913427276645292e+04  4.4089386098925294e+00  6.5916032481175098e+03  1.5091188102545786e+10 6.7800255256495308e+04  4.3587244707856483e+00  7.5947922015786351e-01 7.7424910214481816e-03 1.0000000000000000e+00 1 
     700  3.9759015643227213e-01  3.6843905096268392e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   5  4286 20.65000000 3.2674389417516498e+05  3.9327526371470252e+00  3.7773535720924488e+03  6.0850501691246253e+00  1.8157960250169883e+04  4.2328305099268988e+00  7.5362079600522575e+03  1.7253819385675499e+10 6.8660264379702014e+04  4.4140125046763590e+00  9.3467528018515700e-01 4.7813549979360001e-03 1.0000000000000000e+00 1 
     720  4.0492628815259352e-01  3.6790238478994164e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  4459 21.49900000 3.4179195624586014e+05  4.1138740195124823e+00  5.3934812428412133e+03  8.6885178531860721e+00  2.0058180875270431e+04  4.6757939114710076e+00  7.9343989774425099e+03  1.8165460350397781e+10 7.5541108449660140e+04  4.8563663470612459e+00  1.0776527979690460e+00 5.3586397499519774e-03 1.0000000000000000e+00 1 
     740  4.1227792405353691e-01  3.6751215373633672e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  4627 22.28200000 3.6573717140191793e+05  4.4020832553415534e+00  4.7158617125166265e+03  7.5969205857055835e+00  2.3914734040793777e+04  5.5748010508896355e+00  7.7313479350474772e+03  1.7700583846176056e+10 8.2543879385069289e+04  5.3065585907925144e+00  1.0556434147659182e+00 8.5464924422803904e-03 8.8521685466166478e-01 1 
     760  4.1963067177250279e-01  3.6734084013629616e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  4790 23.08200000 3.3356456712248840e+05  4.0148475744936540e+00  3.2398881660735715e+03  5.2192313101338526e+00  1.6499844334172343e+04  3.8463045157330242e+00  6.6756351139026447e+03  1.5283575393685240e+10 5.4827866954381956e+04  3.5247590804925473e+00  8.4590780551070233e-01 4.5031696701848950e-03 1.0000000000000000e+00 1 
     780  4.2698207974955893e-01  3.6748441222973766e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  4915 23.67300000 3.1306094302892231e+05  3.7680619936074349e+00  2.8229916053756860e+03  4.5476403566354557e+00  1.1870656121038952e+04  2.7671872120941599e+00  4.8232370755330567e+03  1.1042590888768944e+10 4.1561187397681177e+04  2.6718743736267334e+00  5.8814578438590304e-01 9.2702501448899220e-03 1.0000000000000000e+00 1 
     800  4.3433143899609616e-01  3.6743592478014232e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  5031 24.26900000 3.0798021240047773e+05  3.7069093381673386e+00  2.3911044165818957e+03  3.8519005586380413e+00  1.1582583046505337e+04  2.7000340471915698e+00  3.7789723034710391e+03  8.6517922452749424e+09 3.7225319244170074e+04  2.3931312545733796e+00  5.2113215670431967e-01 7.2815910995212667e-03 1.0000000000000000e+00 1 
     820  4.4168292804144399e-01  3.6753564859432939e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  5139 24.87200000 2.8700569027723139e+05  3.4544559376184836e+00  2.6092292615860665e+03  4.2032842985106260e+00  1.1583675178599768e+04  2.7002886358120146e+00  2.8178818379695849e+03  6.4514175484835472e+09 3.7643899171644269e+04  2.4200408077300644e+00  6.6027395936256061e-01 8.4836989719202470e-03 1.0000000000000000e+00 1 
     840  4.4903337670337468e-01  3.6769110381329906e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  5245 25.38000000 2.4851647021703186e+05  2.9911922488643357e+00  2.1953690716400165e+03  3.5365847241231201e+00  9.5865745688215302e+03  2.2347413895356136e+00  2.6458600474546170e+03  6.0575811629062595e+09 3.4500568128279338e+04  2.2179631918470131e+00  1.0000951133338860e+00 7.3042155505801494e-03 1.0000000000000000e+00 1 
     860  4.5638390278027952e-01  3.6750389804955175e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   3  5353 25.95700000 2.0974658284653706e+05  2.5245503941386058e+00  1.5974195132255909e+03  2.5733301618709201e+00  6.7381498945895792e+03  1.5707406592661006e+00  2.7728039840837769e+03  6.3482137683646383e+09 2.4965518944460920e+04  1.6049765290324578e+00  1.7296690215441319e+00 8.1253121931556520e-03 1.0000000000000000e+00 1 
     880  4.6373563830400422e-01  3.6754700922579658e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  5472 26.55300000 1.7272054604103559e+05  2.0788978617247147e+00  1.3992567023542247e+03  2.2541038509648290e+00  6.7383537858334848e+03  1.5707881886728192e+00  1.8454803567275496e+03  4.2251467745548167e+09 2.2466065572233500e+04  1.4442923467104205e+00  1.4915772334945723e+00 4.4240027682835416e-03 1.0000000000000000e+00 1 
     900  4.7108639700028815e-01  3.6753019176908789e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  5596 27.16100000 1.0303181163100526e+05  1.2401107905160960e+00  9.6256966594386552e+02  1.5506318370142236e+00  5.6326803914124803e+03  1.3130429346112635e+00  1.2290061037754358e+03  2.8137558638027668e+09 2.1373156252158435e+04  1.3740316879601051e+00  6.3701010141048720e-01 6.1497688319091326e-03 1.0000000000000000e+00 1 
     920  4.7843748942540781e-01  3.6753940336276670e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  5718 27.79000000 9.3054768665771509e+04  1.1200251738238454e+00  1.2011438972570022e+03  1.9349580958337276e+00  6.8836529501294872e+03  1.6046591040854270e+00  1.5007450909435663e+03  3.4358904213280087e+09 2.4805526136391873e+04  1.5946909546634225e+00  3.5652698710327480e-01 6.5455387006111785e-03 1.0000000000000000e+00 1 
     940  4.8578805476652565e-01  3.6756937855623496e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  5844 28.39900000 8.4130085850336560e+04  1.0126059672103425e+00  7.1090926430072204e+02  1.1452246808256945e+00  4.1744627098926921e+03  9.7311553046386878e-01  1.1698843821455660e+03  2.6783992610949926e+09 1.4914184566321554e+04  9.5879906329425946e-01  2.6241947737745752e-01 5.7687459973018215e-03 1.0000000000000000e+00 1 
     960  4.9313877507057763e-01  3.6750033707035496e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  5964 29.06400000 7.7810540850251113e+04  9.3654270265448913e-01  7.2502509984466758e+02  1.1679642962269714e+00  3.8952942583982617e+03  9.0803813616328277e-01  1.1285172964465160e+03  2.5836911228712940e+09 1.4682751903815253e+04  9.4392078288677306e-01  2.1061336180387502e-01 6.2530118807444636e-03 1.0000000000000000e+00 1 
     980  5.0048964144714958e-01  3.6754202190103437e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6084 29.66300000 7.0202363952601198e+04  8.4496921561612592e-01  6.6281480977584204e+02  1.0677479069269618e+00  3.7513456110500297e+03  8.7448204186835210e-01  9.4233468169946980e+02  2.1574341479276166e+09 1.4305959557984554e+04  9.1969765847575313e-01  1.9260371023230505e-01 5.6567781041519062e-03 1.0000000000000000e+00 1 
    1000  5.0783983696950097e-01  3.6753043115341194e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6205 30.23400000 6.9355162775683479e+04  8.3477213857164700e-01  7.2450998990369055e+02  1.1671344904453209e+00  3.9173305761777424e+03  9.1317505666196919e-01  1.0660985310597084e+03  2.4407860823032041e+09 1.5288203017546200e+04  9.8284386031915028e-01  1.6986069851528529e-01 6.8586099337599607e-03 1.0000000000000000e+00 1 
    1020  5.1519036539479990e-01  3.6750816960620783e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6325 30.85900000 6.7910527195120478e+04  8.1738422562068669e-01  8.1338074376005432e+02  1.3102990064120734e+00  4.4587533112771971e+03  1.0393869571355150e+00  1.3778256079995110e+03  3.1544716270299482e+09 1.7044647205808058e+04  1.0957616691973515e+00  1.4547454351311062e-01 8.2321159099165656e-03 1.0000000000000000e+00 1 
    1040  5.2254068295160627e-01  3.6752103688960513e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6446 31.47100000 7.0114907134324341e+04  8.4391656845470597e-01  7.6891397700336154e+02  1.2386661816290467e+00  4.4350620813165651e+03  1.0338642574702748e+00  1.1046460386726146e+03  2.5290389194922166e+09 1.6532857814753956e+04  1.0628598912580671e+00  1.2630844391602114e-01 7.0585190964056596e-03 1.0000000000000000e+00 1 
    1060  5.2989095290702515e-01  3.6750770555206565e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6569 32.11700000 6.8645917910930904e+04  8.2623553035351960e-01  7.6876185458941711e+02  1.2384211231501321e+00  4.0967448897920131e+03  9.5499860788254054e-01  1.2666757205448018e+03  2.8999988082001967e+09 1.5299772198220940e+04  9.8358761667704542e-01  1.3721192961599193e-01 6.0586262210940937e-03 1.0000000000000000e+00 1 
    1080  5.3724121797663382e-01  3.6751660393823815e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6691 32.69400000 6.7563624388671567e+04  8.1320883642071506e-01  8.5373378001790581e+02  1.3753049015233194e+00  4.9078229206887754e+03  1.1440702760551331e+00  1.2185116965096768e+03  2.7897293761470480e+09 1.6357912567620309e+04  1.0516130585308996e+00  1.4572270836164058e-01 7.6012432138829978e-03 1.0000000000000000e+00 1 
    1100  5.4459144940084203e-01  3.6751018476922779e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6817 33.29400000 6.8078235399255631e+04  8.1940279396684879e-01  8.4805092499018440e+02  1.3661502229136622e+00  5.0677859398942664e+03  1.1813595056175059e+00  1.2408194786845715e+03  2.8408020703429704e+09 1.5764621084646207e+04  1.0134716961515864e+00  1.5149034505602943e-01 6.5282201271194464e-03 1.0000000000000000e+00 1 
    1120  5.5194169136170668e-01  3.6751092450897018e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  6945 33.94300000 6.7164813043181712e+04  8.0840866601612726e-01  8.9475821483709080e+02  1.4413923723597968e+00  5.8136400130175725e+03  1.3552267149941781e+00  1.4774881820638775e+03  3.3826447429435601e+09 1.7812445599054685e+04  1.1451216846222694e+00  1.4507175117202831e-01 7.1225407530587466e-03 1.0000000000000000e+00 1 
    1140  5.5929188198755608e-01  3.6751002377458341e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  7070 34.52800000 6.6930669039331275e+04  8.0559046354920893e-01  1.1153306122313511e+03  1.7967189464947844e+00  6.0685121620421087e+03  1.4146403602306579e+00  1.5186116531523676e+03  3.4767951361431575e+09 2.1938596108399383e+04  1.4103825324935233e+00  1.2091933522718334e-01 8.7669503351274561e-03 1.0000000000000000e+00 1 
    1160  5.6664205571280835e-01  3.6750630259967164e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  7203 35.19700000 6.4748977414378118e+04  7.7933120164888892e-01  7.1719004992257294e+02  1.1553425834474786e+00  6.8587502439683485e+03  1.5988539953085408e+00  1.4344825224061353e+03  3.2841851611180911e+09 1.8289779676294664e+04  1.1758084086668144e+00  1.0874011962772889e-01 8.4814776521340424e-03 1.0000000000000000e+00 1 
    1180  5.7399217743809783e-01  3.6750636393508132e-04 1.0000000000000000e+00 1.0000000000000000e-02   0   4  7335 35.81400000 7.4103412242599734e+04  8.9192298651629454e-01  1.2868218482541135e+03  2.0729792315984743e+00  6.7432788459283765e+03  1.5719362771335088e+00  1.9318178970908064e+03  4.4228128070644569e+09 2.2925728154714794e+04  1.4738430104798435e+00  6.9089467310487596e-02 7.8269004151911084e-03 1.0000000000000000e+00 1 
